Task | Success rate | Errors
kubernetes_cluster | 0.0% | [0, 1, 11, 12, 15, 16, 23, 24, 25, 28, 29, 30, 31, 33, 35, 39, 43] | [25, 5, 0, 1, 1, 0, 0, 6, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
managed-disk | 0.0% | [0, 1, 2, 10, 11, 12, 13, 16, 18, 19, 26, 40, 41, 42, 44, 45, 48, 51] | [1, 6, 3, 8, 7, 1, 0, 0, 3, 0, 5, 1, 3, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 1, 2, 0, 1, 1, 0, 0, 2, 0, 0, 0, 1, 0, 0]
network | 0.0% | [0, 11, 21, 24, 26, 50, 51, 53] | [37, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 2, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1]
network-subnet | 0.0% | [0, 1, 2, 3, 4, 5, 10, 14, 20, 23, 26, 29, 30, 31, 42, 43, 44] | [1, 1, 22, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 1, 0, 0, 2, 0, 0, 3, 1, 9, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
network-subnet-public_ip | 0.0% | [0, 1, 2, 4, 10, 12, 16, 18, 19, 21, 23, 24, 28, 30, 34, 35, 36, 37, 38, 41, 42, 43, 47, 48, 49] | [1, 13, 7, 0, 6, 0, 0, 0, 1, 0, 1, 2, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 2, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0]
network-subnet-public_ip-firewall | 0.0% | [0, 1, 2, 4, 5, 10, 11, 12, 14, 15, 16, 17, 19, 21, 23, 24, 25, 26, 28, 29, 31, 32, 33, 34, 35, 39, 41, 42, 43, 44, 45, 47, 48, 49, 50, 53] | [2, 2, 1, 1, 4, 0, 1, 1, 2, 1, 0, 1, 3, 0, 7, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1]
provider | 0.0% | [0, 12] | [38, 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
public_ip-load_balancer | 0.0% | [0, 1, 3, 5, 10, 11, 12, 13, 14, 15, 16, 18, 20, 21, 22, 23, 24, 25, 26, 29, 30, 31, 32, 33, 34, 35, 38, 40, 42, 44, 45, 46, 47, 49, 51, 52, 53] | [1, 6, 1, 1, 1, 1, 1, 2, 5, 0, 1, 0, 0, 3, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 2, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1]
resource_group | 0.0% | [0, 2, 11, 13, 16, 49] | [15, 0, 0, 15, 0, 5, 0, 0, 10, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]
storage_account | 0.0% | [0, 1, 2, 3, 4, 5, 10, 12, 15, 16, 17, 22, 25, 45, 46] | [1, 1, 24, 0, 1, 0, 0, 9, 3, 2, 0, 0, 1, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0]
storage_account-threat_protection | 0.0% | [0, 1, 2, 3, 5, 10, 15, 16, 17, 19, 31, 32, 33, 34, 36, 37, 39, 43] | [1, 5, 11, 0, 0, 0, 0, 1, 2, 5, 0, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 4, 3, 2, 1, 0, 2, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]
Average success rate 0.0%
