Task | Success rate | Errors | Distribution
kubernetes_cluster | 0.0% | [0, 1, 3, 4, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 22, 25, 26, 27, 28, 30, 31, 33, 34, 36, 37, 38, 40, 41, 42, 43, 44, 45, 46, 48, 50, 51, 52] | [1, 1, 1, 1, 2, 4, 1, 2, 1, 3, 3, 1, 0, 1, 0, 2, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 2, 1, 0, 1, 2, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0]
managed-disk | 0.0% | [0, 1, 2, 5, 10, 12, 13, 14, 15, 16, 17, 18, 20, 22, 24, 26, 27, 28, 30, 32, 34, 35, 40, 43, 45, 47, 48, 51] | [3, 1, 6, 0, 2, 1, 1, 6, 1, 1, 1, 0, 1, 1, 0, 6, 0, 3, 0, 2, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1, 2, 0, 1, 0, 1, 0, 0]
network | 0.0% | [0, 1, 3, 4, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 35, 42, 43, 44, 45, 49, 50, 51, 53] | [1, 2, 1, 5, 1, 1, 1, 1, 1, 1, 1, 3, 0, 1, 6, 12, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 2, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1]
network-subnet | 0.0% | [0, 1, 2, 10, 13, 15, 16, 17, 19, 20, 21, 22, 24, 25, 26, 28, 29, 30, 32, 34, 35, 36, 37, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53] | [1, 6, 1, 0, 0, 1, 0, 1, 2, 1, 0, 2, 1, 3, 4, 1, 0, 2, 1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1]
network-subnet-public_ip | 0.0% | [0, 1, 2, 3, 4, 5, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 30, 31, 32, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53] | [1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
network-subnet-public_ip-firewall | 0.0% | [0, 1, 2, 3, 4, 5, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 42, 43, 44, 45, 47, 48] | [1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 0, 4, 1, 1, 1, 0, 1, 2, 0, 1, 0, 0, 0, 0]
provider | 54.0% | [3, 4, 14, 18, 20, 21, 23, 24, 29, 44] | [27, 0, 0, 0, 0, 0, 5, 0, 0, 0, 1, 0, 0, 1, 5, 0, 3, 2, 0, 0, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
public_ip-load_balancer | 0.0% | [0, 1, 2, 4, 5, 10, 17, 18, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 36, 37, 38, 39, 41, 42, 43, 44, 46, 48, 49, 50, 51] | [7, 1, 2, 0, 0, 0, 0, 0, 0, 2, 1, 0, 1, 1, 1, 1, 1, 1, 3, 1, 1, 2, 1, 0, 2, 1, 2, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 2, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0]
resource_group | 44.0% | [0, 2, 11, 15, 18, 22, 25, 27, 33, 37, 39, 45, 46, 49, 53] | [11, 4, 3, 1, 2, 5, 0, 1, 6, 0, 4, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1]
storage_account | 0.0% | [0, 1, 2, 3, 4, 5, 10, 12, 13, 14, 15, 16, 17, 18, 20, 22, 24, 25, 26, 30, 31, 33, 37, 38, 40, 43, 44, 50, 52] | [3, 6, 5, 0, 1, 3, 1, 1, 1, 5, 1, 0, 4, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0]
storage_account-threat_protection | 0.0% | [0, 3, 5, 10, 14, 20, 21, 22, 24, 25, 26, 28, 29, 30, 31, 32, 34, 36, 37, 41, 42, 47, 50, 51] | [7, 0, 6, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 2, 5, 1, 0, 1, 3, 2, 0, 1, 1, 1, 1, 1, 2, 0, 1, 0, 2, 2, 0, 0, 0, 0, 5, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0]
Average success rate 4.666666666666667%
